City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Neiafu,TO,2021-08-13 02:41:38,-18.65,-173.9833,74.08,83,75,4.61
294,Icod De Los Vinos,ES,2021-08-13 02:41:38,28.3724,-16.7119,70.47,78,7,9.51
295,La Orilla,MX,2021-08-13 02:41:39,17.9833,-102.2333,79.3,82,100,4.7
296,Lebu,CL,2021-08-13 02:35:51,-37.6167,-73.65,46.27,83,0,4.03
297,Naze,JP,2021-08-13 02:36:23,28.3667,129.4833,83.32,82,97,19.13
298,Liwale,TZ,2021-08-13 02:41:39,-9.7667,37.9333,59.2,95,0,0.67
299,Olafsvik,IS,2021-08-13 02:35:59,64.8945,-23.7142,54.72,86,20,6.29
300,Brae,GB,2021-08-13 02:37:02,60.3964,-1.353,55.31,91,65,7.29
301,Faya,SA,2021-08-13 02:41:40,18.3851,42.4509,64.51,42,66,2.08
302,Nadym,RU,2021-08-13 02:41:40,65.5333,72.5167,63.84,57,100,13.87
303,Ranfurly,NZ,2021-08-13 02:41:41,-45.1333,170.1,46.02,76,23,4.41
304,Ilulissat,GL,2021-08-13 02:41:41,69.2167,-51.1,48.22,57,20,6.91
305,Hun,LY,2021-08-13 02:41:41,29.1268,15.9477,81.54,49,0,8.05
306,Ancud,CL,2021-08-13 02:36:14,-41.8697,-73.8203,40.53,90,0,3.04
307,Kruisfontein,ZA,2021-08-13 02:37:06,-34.0033,24.7314,49.06,75,89,3.83
308,Terrace,CA,2021-08-13 02:41:42,54.5163,-128.6035,87.71,35,1,9.22
309,Prado,BR,2021-08-13 02:41:42,-17.3411,-39.2208,69.3,87,23,3.65
310,Nouakchott,MR,2021-08-13 02:41:42,18.0858,-15.9785,85.93,64,72,11.59
311,Belmonte,BR,2021-08-13 02:41:43,-15.8631,-38.8828,68.5,81,74,5.97
312,Sitrah,BH,2021-08-13 02:41:43,26.1547,50.6206,95.36,61,0,2.3
313,Jumla,NP,2021-08-13 02:41:44,29.2747,82.1838,65.55,91,100,2.44
314,Tsuruga,JP,2021-08-13 02:41:44,35.6455,136.0558,75.63,91,100,8.79
315,Quatre Cocos,MU,2021-08-13 02:41:44,-20.2078,57.7625,71.71,81,34,11.05
316,Bijar,IR,2021-08-13 02:41:45,35.8668,47.6051,69.03,29,1,2.35
317,Souillac,MU,2021-08-13 02:36:19,-20.5167,57.5167,71.98,83,40,12.66
318,Playa Del Carmen,MX,2021-08-13 02:39:09,20.6274,-87.0799,82.42,87,75,3.44
319,Barcelos,PT,2021-08-13 02:37:03,41.5388,-8.6151,69.91,83,0,2.24
320,Vostok,RU,2021-08-13 02:41:45,46.4856,135.8833,74.46,36,9,5.01
321,Qaqortoq,GL,2021-08-13 02:41:46,60.7167,-46.0333,46.9,85,72,5.88
322,Vila Franca Do Campo,PT,2021-08-13 02:36:03,37.7167,-25.4333,73.81,79,64,11.32
323,Port Elizabeth,ZA,2021-08-13 02:33:44,-33.918,25.5701,44.89,93,20,5.75
324,Beaverlodge,CA,2021-08-13 02:41:46,55.2166,-119.4361,79.95,41,88,6.67
325,Bourail,NC,2021-08-13 02:41:47,-21.5667,165.4833,72.28,51,63,9.95
326,Nunkini,MX,2021-08-13 02:41:47,20.3333,-90.1833,81.61,69,10,8.41
327,Inyonga,TZ,2021-08-13 02:41:48,-6.7167,32.0667,62.76,53,1,5.17
328,Severo-Kurilsk,RU,2021-08-13 02:36:19,50.6789,156.125,57.56,68,2,6.53
329,Kaeo,NZ,2021-08-13 02:41:48,-35.1,173.7833,60.33,87,99,12.44
330,Khorixas,NA,2021-08-13 02:41:48,-20.3667,14.9667,52.65,56,0,1.72
331,Srednekolymsk,RU,2021-08-13 02:41:49,67.45,153.6833,71.19,57,100,7.4
332,Fairfield,US,2021-08-13 02:41:49,41.2668,-73.3162,81.97,79,1,0.0
333,Gizo,SB,2021-08-13 02:36:57,-8.103,156.8419,82.65,72,95,8.59
334,Mecca,SA,2021-08-13 02:41:49,21.4267,39.8261,87.64,26,56,3.18
335,Bahia Blanca,AR,2021-08-13 02:41:50,-38.7196,-62.2724,43.74,68,0,10.04
336,Paamiut,GL,2021-08-13 02:41:50,61.994,-49.6678,44.2,82,65,8.32
337,Yumen,CN,2021-08-13 02:41:51,40.2833,97.2,84.52,18,0,11.59
338,Colon,PA,2021-08-13 02:41:51,9.3592,-79.9014,78.82,85,98,2.24
339,Ngunguru,NZ,2021-08-13 02:41:52,-35.6167,174.5,60.17,82,100,15.7
340,Mosquera,CO,2021-08-13 02:41:52,4.7059,-74.2302,53.69,87,75,0.0
341,Tevriz,RU,2021-08-13 02:41:52,57.509,72.4042,56.57,62,85,7.18
342,Bonthe,SL,2021-08-13 02:37:01,7.5264,-12.505,76.51,89,100,9.33
343,Cabedelo,BR,2021-08-13 02:41:53,-6.9811,-34.8339,72.27,85,3,10.92
344,Cockburn Town,TC,2021-08-13 02:32:58,21.4612,-71.1419,82.87,78,100,20.87
345,Suntar,RU,2021-08-13 02:41:53,62.1444,117.6319,78.31,52,60,3.83
346,Tezu,IN,2021-08-13 02:41:53,27.9167,96.1667,75.54,100,100,2.42
347,Chernyshevskiy,RU,2021-08-13 02:41:54,63.0128,112.4714,75.96,44,76,3.56
348,Quanzhou,CN,2021-08-13 02:41:54,24.9139,118.5858,89.55,74,99,10.51
349,Araouane,ML,2021-08-13 02:41:55,18.9048,-3.5265,92.57,40,56,16.53
350,Bikaner,IN,2021-08-13 02:41:55,28.0167,73.3,87.15,52,100,19.26
351,Coolum Beach,AU,2021-08-13 02:41:55,-26.5333,153.1,76.33,70,3,6.85
352,Scarborough,GB,2021-08-13 02:41:56,54.2797,-0.4044,56.93,82,94,3.0
353,Broken Hill,AU,2021-08-13 02:41:56,-31.95,141.4333,60.51,44,2,4.61
354,Beloha,MG,2021-08-13 02:41:56,-25.1667,45.05,59.31,92,0,5.14
355,Leo,BF,2021-08-13 02:41:57,11.1,-2.1,70.88,96,100,5.91
356,Paita,PE,2021-08-13 02:41:57,-5.0892,-81.1144,65.05,84,97,11.14
357,Malia,GR,2021-08-13 02:41:57,35.2833,25.4667,80.46,86,10,9.82
358,Nelson Bay,AU,2021-08-13 02:41:57,-32.7167,152.15,67.77,70,84,1.99
359,Ust-Omchug,RU,2021-08-13 02:41:58,61.15,149.6333,77.31,44,12,6.85
360,Sawtell,AU,2021-08-13 02:41:58,-30.3833,153.1,70.12,79,90,5.75
361,Diffa,NE,2021-08-13 02:41:59,13.3154,12.6113,71.74,91,95,8.39
362,Valdemarpils,LV,2021-08-13 02:41:59,57.3707,22.5919,63.82,96,11,6.78
363,Suez,EG,2021-08-13 02:42:00,29.9737,32.5263,78.19,55,0,5.82
364,Shitanjing,CN,2021-08-13 02:42:00,39.2342,106.3439,78.28,34,2,6.93
365,Grimshaw,CA,2021-08-13 02:42:00,56.1834,-117.6027,75.9,41,75,3.44
366,Southbridge,US,2021-08-13 02:37:25,42.0751,-72.0334,76.21,96,25,5.48
367,Venado Tuerto,AR,2021-08-13 02:36:55,-33.7456,-61.9688,41.77,71,100,6.53
368,Temerloh,MY,2021-08-13 02:42:01,3.4483,102.4176,87.66,57,86,2.8
369,Asau,RO,2021-08-13 02:42:01,46.4333,26.4,61.75,81,37,3.2
370,Rabo De Peixe,PT,2021-08-13 02:42:02,37.8,-25.5833,72.91,83,20,11.5
371,Tamandare,BR,2021-08-13 02:42:02,-8.7597,-35.1047,72.28,85,11,5.59
372,May Pen,JM,2021-08-13 02:42:02,17.9645,-77.2451,81.61,90,60,2.53
373,Hokitika,NZ,2021-08-13 02:42:03,-42.7167,170.9667,53.02,72,12,8.59
374,Richards Bay,ZA,2021-08-13 02:37:27,-28.783,32.0377,61.21,67,100,18.34
375,Berdigestyakh,RU,2021-08-13 02:42:03,62.0989,126.6992,79.59,37,40,2.62
376,Vestmannaeyjar,IS,2021-08-13 02:36:52,63.4427,-20.2734,53.89,85,100,3.11
377,Saint-Denis,FR,2021-08-13 02:42:04,48.9167,2.3333,66.15,80,0,3.44
378,Kemin,KG,2021-08-13 02:42:04,42.7846,75.6892,69.75,47,4,4.32
379,Touros,BR,2021-08-13 02:42:05,-5.1989,-35.4608,72.5,81,2,12.33
380,Belyy Yar,RU,2021-08-13 02:42:05,53.6039,91.3903,66.09,82,0,2.24
381,Kirensk,RU,2021-08-13 02:42:05,57.7853,108.1119,82.38,37,0,3.24
382,Tagusao,PH,2021-08-13 02:42:05,9.1924,117.8141,87.17,61,100,3.22
383,Turukhansk,RU,2021-08-13 02:36:10,65.8167,87.9833,57.45,52,0,9.35
384,Paka,MY,2021-08-13 02:42:06,4.6374,103.4368,85.93,70,20,4.61
385,Puerto Madryn,AR,2021-08-13 02:40:01,-42.7692,-65.0385,52.65,39,0,16.6
386,Nanortalik,GL,2021-08-13 02:42:07,60.1432,-45.2371,44.37,83,77,6.69
387,Doha,QA,2021-08-13 02:42:07,25.2867,51.5333,91.38,56,0,2.3
388,Emmaus,US,2021-08-13 02:42:08,40.5395,-75.4968,85.82,80,1,4.61
389,Quelimane,MZ,2021-08-13 02:42:08,-17.8786,36.8883,67.95,88,0,0.0
390,Lavrentiya,RU,2021-08-13 02:42:08,65.5833,-171.0,44.96,61,70,11.23
391,Ballitoville,ZA,2021-08-13 02:42:08,-29.539,31.2144,56.17,71,75,12.66
392,Conde,BR,2021-08-13 02:42:09,-7.2597,-34.9075,71.06,94,20,4.61
393,Husavik,IS,2021-08-13 02:42:09,66.0449,-17.3389,49.91,92,18,1.83
394,Iqaluit,CA,2021-08-13 02:36:35,63.7506,-68.5145,42.53,93,90,4.61
395,Kommunar,RU,2021-08-13 02:42:10,59.6206,30.39,63.93,95,100,8.63
396,Ahipara,NZ,2021-08-13 02:42:10,-35.1667,173.1667,57.18,91,100,10.69
397,Salekhard,RU,2021-08-13 02:42:10,66.53,66.6019,59.97,84,100,9.93
398,Itoman,JP,2021-08-13 02:35:43,26.1247,127.6694,86.38,84,75,16.11
399,Mezhdurechensk,RU,2021-08-13 02:42:11,53.6942,88.0603,66.25,83,93,1.5
400,Kyrksaeterora,NO,2021-08-13 02:42:11,63.2906,9.0891,59.65,90,100,2.8
401,Loreto,MX,2021-08-13 02:36:58,22.2667,-101.9667,66.79,51,5,18.41
402,Saint-Joseph,RE,2021-08-13 02:42:12,-21.3667,55.6167,68.38,81,15,4.34
403,Kidal,ML,2021-08-13 02:42:12,18.4411,1.4078,78.31,55,94,16.96
404,Baracoa,CU,2021-08-13 02:42:13,20.3467,-74.4958,76.51,91,100,8.66
405,Pangnirtung,CA,2021-08-13 02:42:13,66.1451,-65.7125,52.88,88,100,9.17
406,Ranau,MY,2021-08-13 02:42:13,5.9538,116.6641,79.45,52,83,3.2
407,Acarau,BR,2021-08-13 02:42:13,-2.8856,-40.12,78.58,82,6,15.17
408,Humberto De Campos,BR,2021-08-13 02:42:14,-2.5983,-43.4611,77.54,89,34,8.03
409,Praia,CV,2021-08-13 02:41:48,14.9215,-23.5087,75.74,78,20,11.5
410,Jiangyou,CN,2021-08-13 02:42:15,31.7667,104.7167,81.72,67,75,4.76
411,Buala,SB,2021-08-13 02:42:15,-8.145,159.5921,76.46,91,100,7.31
412,Mwense,ZM,2021-08-13 02:42:15,-10.3845,28.698,58.96,40,0,3.38
413,Tres Picos,MX,2021-08-13 02:42:16,15.8667,-93.5333,78.55,86,96,2.51
414,Mudon,MM,2021-08-13 02:42:16,16.2578,97.7164,83.93,77,66,9.46
415,Port Augusta,AU,2021-08-13 02:42:16,-32.5,137.7667,63.72,51,0,3.09
416,Strezhevoy,RU,2021-08-13 02:42:04,60.7333,77.5889,57.18,54,32,9.51
417,Fairbanks,US,2021-08-13 02:42:17,64.8378,-147.7164,59.34,86,90,9.22
418,Muros,ES,2021-08-13 02:37:29,42.7762,-9.0603,66.24,90,4,8.08
419,Charlottetown,CA,2021-08-13 02:38:26,46.2352,-63.1267,73.78,76,75,6.91
420,Velizh,RU,2021-08-13 02:42:17,55.6056,31.1967,53.78,99,94,6.93
421,Port Lincoln,AU,2021-08-13 02:37:33,-34.7333,135.8667,60.19,65,14,11.61
422,Wasilla,US,2021-08-13 02:42:18,61.5814,-149.4394,60.22,92,90,0.0
423,Ndele,CF,2021-08-13 02:42:18,8.4109,20.6473,69.37,98,100,2.39
424,Mathathane,BW,2021-08-13 02:42:19,-22.2687,28.7495,56.97,46,0,2.28
425,Miles City,US,2021-08-13 02:42:19,46.4083,-105.8406,74.37,28,20,3.44
426,Dhidhdhoo,MV,2021-08-13 02:42:20,6.8833,73.1,81.99,76,100,16.42
427,Canberra,AU,2021-08-13 02:38:41,-35.2835,149.1281,58.68,63,0,3.0
428,Wenling,CN,2021-08-13 02:42:20,28.3669,121.36,79.84,94,100,4.36
429,Alta Floresta,BR,2021-08-13 02:37:42,-9.8756,-56.0861,73.47,35,71,4.43
430,Bayji,IQ,2021-08-13 02:42:20,34.9311,43.487,92.05,22,0,8.32
431,Bonfim,BR,2021-08-13 02:42:21,3.0833,-59.95,75.6,88,86,0.76
432,Sajanan,TN,2021-08-13 02:42:21,37.0573,9.2426,74.32,35,6,2.98
433,Forestville,US,2021-08-13 02:41:46,38.8451,-76.875,87.08,77,1,8.05
434,Palu,ID,2021-08-13 02:42:21,-0.8917,119.8707,88.03,65,43,3.09
435,Dalvik,IS,2021-08-13 02:42:22,65.9702,-18.5286,49.93,94,25,1.25
436,Sorland,NO,2021-08-13 02:37:15,67.667,12.6934,55.18,83,100,4.09
437,San Nicolas,PH,2021-08-13 02:42:22,18.1725,120.5953,85.91,70,75,4.61
438,Biu,NG,2021-08-13 02:42:23,10.6129,12.1946,64.27,98,91,4.09
439,Camacari,BR,2021-08-13 02:42:23,-12.6975,-38.3242,76.77,83,31,4.92
440,Coquimbo,CL,2021-08-13 02:42:23,-29.9533,-71.3436,49.73,81,90,3.44
441,Tam Ky,VN,2021-08-13 02:42:24,15.5667,108.4833,93.18,46,83,0.31
442,Ust-Nera,RU,2021-08-13 02:42:24,64.5667,143.2,72.07,53,72,6.49
443,Port Macquarie,AU,2021-08-13 02:42:24,-31.4333,152.9167,66.16,58,41,5.55
444,Traverse City,US,2021-08-13 02:39:11,44.7631,-85.6206,72.34,83,24,8.57
445,Nuuk,GL,2021-08-13 02:42:25,64.1835,-51.7216,52.41,66,75,12.66
446,Quchan,IR,2021-08-13 02:42:25,37.106,58.5095,73.69,22,0,1.7
447,Champerico,GT,2021-08-13 02:42:25,14.3,-91.9167,82.35,73,59,0.38
448,Kutahya,TR,2021-08-13 02:42:26,39.4242,29.9833,57.09,88,0,3.8
449,Klaksvik,FO,2021-08-13 02:37:01,62.2266,-6.589,54.52,94,98,14.63
450,Maun,BW,2021-08-13 02:42:26,-19.9833,23.4167,55.36,58,0,4.61
451,Nhlangano,SZ,2021-08-13 02:42:27,-27.1167,31.2,48.88,83,100,6.49
452,Jatai,BR,2021-08-13 02:42:27,-17.8814,-51.7144,69.12,35,2,2.93
453,Tonantins,BR,2021-08-13 02:42:28,-2.8731,-67.8022,72.09,98,78,2.66
454,Berlevag,NO,2021-08-13 02:36:31,70.8578,29.0864,51.33,90,95,4.27
455,Padra,IN,2021-08-13 02:42:28,22.2333,73.0833,82.49,74,40,5.75
456,Lasa,IT,2021-08-13 02:42:28,46.6166,10.7002,67.08,79,75,1.45
457,Ugoofaaru,MV,2021-08-13 02:36:54,5.6667,73.0,82.94,71,100,16.73
458,Santa Vitoria Do Palmar,BR,2021-08-13 02:42:29,-33.5189,-53.3681,43.99,87,0,5.12
459,San Francisco,US,2021-08-13 02:39:27,37.7749,-122.4194,78.94,81,75,1.99
460,Sabang,ID,2021-08-13 02:42:29,5.8933,95.3214,81.9,76,70,16.35
461,Kholm,RU,2021-08-13 02:42:29,59.2667,32.85,58.3,97,100,14.12
462,Bjornevatn,NO,2021-08-13 02:42:30,69.6672,29.9847,52.14,87,75,4.61
463,Naron,ES,2021-08-13 02:42:30,43.5167,-8.1528,65.01,93,7,5.06
464,Ninotsminda,GE,2021-08-13 02:42:30,41.2646,43.5916,48.65,77,0,2.1
465,Sidi Ali,DZ,2021-08-13 02:35:55,36.0998,0.4206,76.28,68,5,3.69
466,Sola,VU,2021-08-13 02:42:31,-13.8833,167.55,77.88,78,31,22.84
467,Orlik,RU,2021-08-13 02:42:32,52.5178,99.825,57.13,85,100,1.34
468,Baker City,US,2021-08-13 02:42:32,44.7749,-117.8344,86.59,32,1,12.66
469,Lashio,MM,2021-08-13 02:42:32,22.9333,97.75,70.75,99,100,1.48
470,Merauke,ID,2021-08-13 02:42:33,-8.4667,140.3333,82.08,75,86,16.75
471,Norman Wells,CA,2021-08-13 02:36:36,65.282,-126.8329,68.04,56,90,8.05
472,Ishinomaki,JP,2021-08-13 02:42:33,38.4167,141.3,66.2,87,100,9.53
473,Alugan,PH,2021-08-13 02:42:33,12.2188,125.4808,85.06,65,99,2.08
474,East Millcreek,US,2021-08-13 02:42:34,40.7,-111.8105,90.36,35,20,6.91
475,Kamenskiy,RU,2021-08-13 02:42:34,50.8855,45.488,74.48,45,23,7.63
476,Acapulco,MX,2021-08-13 02:39:01,16.8634,-99.8901,84.02,74,40,4.61
477,Gambela,ET,2021-08-13 02:37:28,8.25,34.5833,70.88,79,75,2.35
478,Amos,CA,2021-08-13 02:42:32,48.5669,-78.1162,73.67,57,21,8.86
479,Ruza,RU,2021-08-13 02:42:35,55.699,36.1952,59.14,92,45,7.87
480,Waipawa,NZ,2021-08-13 02:37:25,-41.4122,175.5153,53.02,88,96,7.14
481,Cao Bang,VN,2021-08-13 02:42:36,22.6667,106.25,87.76,69,99,3.0
482,Camacha,PT,2021-08-13 02:37:03,33.0833,-16.3333,68.76,73,40,8.05
483,Yulara,AU,2021-08-13 02:42:36,-25.2406,130.9889,62.44,27,0,19.57
484,Manaure,CO,2021-08-13 02:42:36,11.7751,-72.4445,83.77,71,96,17.02
485,Burgeo,CA,2021-08-13 02:42:37,47.6167,-57.6152,63.37,97,100,12.37
486,Pathein,MM,2021-08-13 02:42:37,16.7833,94.7333,86.16,71,100,6.06
487,Ashoknagar,IN,2021-08-13 02:42:37,24.5667,77.7167,78.06,79,96,14.03
488,Astara,AZ,2021-08-13 02:42:38,38.5,48.6667,65.1,32,4,3.69
489,Sandy Bay,AU,2021-08-13 02:42:38,-42.913,147.3532,57.15,58,75,11.99
490,Ballinrobe,IE,2021-08-13 02:42:38,53.6333,-9.2333,58.41,80,43,18.16
491,Verkhnyaya Inta,RU,2021-08-13 02:42:39,65.9811,60.3094,58.62,96,100,14.99
492,Mbandaka,CD,2021-08-13 02:42:40,0.0487,18.2603,71.94,81,96,2.04
493,Red Bluff,US,2021-08-13 02:42:06,40.1785,-122.2358,99.57,36,1,14.97
494,Anzio,IT,2021-08-13 02:42:40,41.4853,12.6179,80.87,58,61,3.85
495,Dingli,MT,2021-08-13 02:42:41,35.8614,14.3822,79.81,89,0,6.91
496,Payson,US,2021-08-13 02:42:41,40.0444,-111.7321,87.39,35,1,8.05
497,Chambas,CU,2021-08-13 02:42:41,22.1928,-78.9136,83.82,86,4,3.2
498,Mount Gambier,AU,2021-08-13 02:42:42,-37.8333,140.7667,58.91,63,1,16.11
499,Vrdy,CZ,2021-08-13 02:42:42,49.9215,15.4724,66.54,77,0,4.61
500,Opuwo,NA,2021-08-13 02:42:42,-18.0607,13.84,57.22,46,0,1.86
501,Esperance,AU,2021-08-13 02:36:44,-33.8667,121.9,58.84,56,3,10.27
502,Baghmara,IN,2021-08-13 02:42:43,23.795,86.2085,87.15,65,98,8.46
503,Byron Bay,AU,2021-08-13 02:42:44,-28.65,153.6167,73.87,70,21,9.06
504,Cayenne,GF,2021-08-13 02:42:44,4.9333,-52.3333,78.1,86,0,0.0
505,Basco,PH,2021-08-13 02:42:44,20.4487,121.9702,81.46,78,99,13.73
506,Rio Pardo,BR,2021-08-13 02:42:45,-29.9897,-52.3781,46.44,91,100,4.41
507,Kutum,SD,2021-08-13 02:42:45,14.2,24.6667,73.29,72,45,2.35
508,Acaponeta,MX,2021-08-13 02:42:45,22.4964,-105.3594,79.02,87,87,0.83
509,Matagami,CA,2021-08-13 02:42:45,49.7502,-77.6328,69.91,52,20,16.11
510,Quepos,CR,2021-08-13 02:42:46,9.4236,-84.1652,80.53,93,100,5.82
511,Ortakoy,TR,2021-08-13 02:42:46,38.7373,34.0387,62.85,77,7,6.78
512,Dengfeng,CN,2021-08-13 02:42:47,34.4553,113.0281,69.24,94,100,3.38
513,Ewa Beach,US,2021-08-13 02:37:20,21.3156,-158.0072,85.37,58,40,10.36
514,Brigantine,US,2021-08-13 02:42:47,39.4101,-74.3646,83.01,87,1,5.75
515,Puerto Escondido,MX,2021-08-13 02:37:12,15.85,-97.0667,83.23,65,75,0.0
516,Warrnambool,AU,2021-08-13 02:42:48,-38.3833,142.4833,57.81,68,7,18.97
517,Pemangkat,ID,2021-08-13 02:42:48,1.1667,108.9667,81.19,77,95,4.07
518,Madang,PG,2021-08-13 02:42:49,-5.2246,145.7966,86.32,63,74,8.43
519,Kemptville,CA,2021-08-13 02:42:49,45.0168,-75.641,76.41,91,7,3.44
520,Ola,RU,2021-08-13 02:42:49,59.5833,151.2833,56.71,84,66,9.75
521,Gannan,CN,2021-08-13 02:42:49,47.9147,123.5031,64.69,85,100,8.46
522,Victoria Point,AU,2021-08-13 02:42:50,-27.5833,153.3,80.49,64,27,1.99
523,Magadi,IN,2021-08-13 02:42:50,12.9667,77.2333,71.76,86,100,7.4
524,Tigil,RU,2021-08-13 02:42:51,57.8,158.6667,69.51,62,17,7.87
525,Ivdel,RU,2021-08-13 02:42:51,60.6911,60.4206,60.87,62,85,3.24
526,Trairi,BR,2021-08-13 02:42:06,-3.2778,-39.2689,78.39,81,6,11.65
527,Dickinson,US,2021-08-13 02:39:36,29.4608,-95.0513,86.22,77,20,1.01
528,Fulton,US,2021-08-13 02:42:52,33.7668,-84.4499,82.09,72,20,1.99
529,Toktogul,KG,2021-08-13 02:42:52,41.8708,72.9402,74.12,35,92,1.41
530,Peniche,PT,2021-08-13 02:42:53,39.3558,-9.3811,67.48,96,12,11.74
531,Batsfjord,NO,2021-08-13 02:42:53,70.6345,29.7185,52.02,90,97,4.09
532,Axim,GH,2021-08-13 02:42:53,4.8699,-2.2405,75.43,84,79,8.59
533,Baft,IR,2021-08-13 02:42:54,29.234,56.6057,73.96,12,7,3.36
534,Pistsovo,RU,2021-08-13 02:42:54,57.179,40.5298,63.7,93,100,6.76
535,Mangai,CD,2021-08-13 02:42:55,-4.05,19.5333,73.4,76,91,2.77
536,Pindiga,NG,2021-08-13 02:42:55,9.9833,10.9333,66.67,99,88,4.7
537,Sept-Iles,CA,2021-08-13 02:42:55,50.2001,-66.3821,66.06,97,90,3.0
538,Tabuk,PH,2021-08-13 02:42:00,17.4189,121.4443,80.74,74,100,3.51
539,Rongcheng,CN,2021-08-13 02:42:56,30.634,117.8517,74.91,97,100,5.08
540,Akdepe,TM,2021-08-13 02:42:56,42.0551,59.3788,71.69,25,0,14.23
